doctor_id,name,clinic_id,appointment_duration_in_minutes
D000004476,Dr. Lee Ang,1297,20
D000004477,Dr. Lee Wong,1298,20
D000004478,Dr. Li Singh,1298,15
D000004479,Dr. Goh Ang,1299,20
D000004480,Dr. Emily Goh,1299,20
D000004481,Dr. Linda Ang,1299,15
D000004482,Dr. Ming Ng,1299,15
D000004483,Dr. Ng Koh,1299,15
D000004484,Dr. Kevin Nair,1300,15
D000004485,Dr. Lim Kumar,1300,15
D000004486,Dr. Teo Tan,1300,15
D000004487,Dr. Andrew Chong,1301,15
D000004488,Dr. Tan Sim,1301,15
D000004489,Dr. Jessica Chua,1301,15
D000004490,Dr. Jessica Tan,1301,15
D000004491,Dr. Lee Chen,1302,15
D000004492,Dr. Marcus Lee,1302,15
D000004493,Dr. Marcus Soh,1302,30
D000004494,Dr. Steven Chen,1302,15
D000004495,Dr. Michelle Ong,1303,20
D000004496,Dr. Emily Singh,1303,15
D000004497,Dr. Ming Soh,1303,15
D000004498,Dr. Nicole Hassan,1304,15
D000004499,Dr. Robert Krishnan,1304,15
D000004500,Dr. Jessica Chong,1304,15
D000004501,Dr. Lee Krishnan,1305,15
D000004502,Dr. Ong Chng,1305,15
D000004503,Dr. Kumar Ho,1305,15
D000004504,Dr. Michelle Rahman,1305,15
D000004505,Dr. Daniel Soh,1306,30
D000004506,Dr. David Wong,1306,15
D000004507,Dr. Linda Kumar,1306,15
D000004508,Dr. Jun Hassan,1306,20
D000004509,Dr. David Tay,1306,15
D000004510,Dr. Wong Nair,1307,15
D000004511,Dr. Goh Ang,1307,15
D000004512,Dr. Yan Ali,1307,15
D000004513,Dr. Xin Nair,1307,15
D000004514,Dr. Nicole Ong,1307,20
D000004515,Dr. Sarah Low,1308,20
D000004516,Dr. Ming Nair,1308,15
D000004517,Dr. Kumar Ho,1308,15
D000004518,Dr. Tan Chong,1308,15
D000004519,Dr. Jessica Rahman,1309,15
D000004520,Dr. Tan Koh,1309,15
D000004521,Dr. Emily Chong,1309,15
D000004522,Dr. Tan Yap,1309,30
D000004523,Dr. Hui Yeo,1309,15
D000004524,Dr. Nicole Kumar,1310,20
D000004525,Dr. Rui Low,1310,15
D000004526,Dr. Rajesh Lim,1311,15
D000004527,Dr. Linda Koh,1311,15
D000004528,Dr. Ming Ali,1311,15
D000004529,Dr. Jessica Ong,1311,15
D000004530,Dr. Chen Yeo,1311,20
D000004531,Dr. Kevin Wong,1312,30
D000004532,Dr. Benjamin Chng,1312,15
D000004533,Dr. Jing Chong,1313,15
D000004534,Dr. Jing Chen,1313,30
D000004535,Dr. Nicole Ang,1313,15
D000004536,Dr. Ng Rahman,1313,15
D000004537,Dr. Marcus Krishnan,1313,15
D000004538,Dr. Li Ong,1314,15
D000004539,Dr. Tan Kumar,1314,15
D000004540,Dr. Yan Wong,1314,15
D000004541,Dr. Teo Kumar,1314,15
D000004542,Dr. Chen Wong,1315,15
D000004543,Dr. Kevin Wong,1315,30
D000004544,Dr. Priya Rahman,1316,20
D000004545,Dr. Lee Ali,1316,20
D000004546,Dr. Steven Singh,1316,20
D000004547,Dr. Sarah Teo,1316,20
D000004548,Dr. Robert Wong,1317,15
D000004549,Dr. Lim Tay,1317,20
D000004550,Dr. Xin Lim,1317,15
D000004551,Dr. Xin Soh,1317,15
D000004552,Dr. Xin Nair,1318,15
D000004553,Dr. Li Ali,1318,15
D000004554,Dr. Jun Chong,1319,30
D000004555,Dr. Jing Koh,1319,15
D000004556,Dr. Hui Low,1320,20
D000004557,Dr. Kumar Kumar,1320,20
D000004558,Dr. Robert Koh,1321,20
D000004559,Dr. James Lim,1321,15
D000004560,Dr. Rui Teo,1321,15
D000004561,Dr. Ong Sim,1322,15
D000004562,Dr. Kevin Hassan,1322,30
D000004563,Dr. Rajesh Kumar,1323,15
D000004564,Dr. Ng Ho,1323,15
D000004565,Dr. Teo Goh,1324,15
D000004566,Dr. Rajesh Singh,1324,15
D000004567,Dr. Daniel Low,1324,15
D000004568,Dr. Lim Chong,1325,20
D000004569,Dr. Andrew Tay,1325,15
D000004570,Dr. Tan Chen,1325,20
D000004571,Dr. Teo Sim,1325,15
D000004572,Dr. Steven Wong,1325,15
D000004573,Dr. Mary Ong,1326,15
D000004574,Dr. Rui Kumar,1326,15
D000004575,Dr. Wong Yap,1326,15
D000004576,Dr. Kumar Yeo,1326,15
D000004577,Dr. Andrew Lee,1326,20
D000004578,Dr. Rajesh Wong,1327,20
D000004579,Dr. Ong Ali,1327,15
D000004580,Dr. John Low,1328,30
D000004581,Dr. James Teo,1328,20
D000004582,Dr. Rajesh Soh,1329,20
D000004583,Dr. Andrew Yeo,1329,30
D000004584,Dr. Rajesh Yap,1329,15
D000004585,Dr. Tan Soh,1329,20
D000004586,Dr. Teo Sim,1329,20
D000004587,Dr. Wong Tan,1330,15
D000004588,Dr. Lee Ho,1330,15
D000004589,Dr. Jing Singh,1330,15
D000004590,Dr. Sarah Yap,1331,15
D000004591,Dr. Daniel Rahman,1331,20
D000004592,Dr. Goh Ong,1331,15
D000004593,Dr. Ming Hassan,1331,15
D000004594,Dr. Marcus Lim,1332,15
D000004595,Dr. John Tan,1332,15
D000004596,Dr. Wei Chen,1332,15
D000004597,Dr. Li Ng,1332,15
D000004598,Dr. Jennifer Ho,1333,20
D000004599,Dr. David Hassan,1333,15
D000004600,Dr. Jun Chong,1333,15
D000004601,Dr. Amanda Ang,1333,30
D000004602,Dr. John Singh,1334,15
D000004603,Dr. Amanda Tan,1334,15
D000004604,Dr. Tan Yap,1335,15
D000004605,Dr. Yan Lim,1335,15
D000004606,Dr. Sarah Chong,1336,20
D000004607,Dr. David Low,1336,15
D000004608,Dr. Priya Ng,1337,15
D000004609,Dr. Xin Ali,1337,15
D000004610,Dr. Rachel Rahman,1337,20
D000004611,Dr. Steven Ang,1338,15
D000004612,Dr. Michelle Soh,1338,15
D000004613,Dr. Rajesh Teo,1338,15
D000004614,Dr. Li Ho,1338,15
D000004615,Dr. Sarah Ng,1339,15
D000004616,Dr. James Chng,1339,15
D000004617,Dr. Andrew Tan,1340,15
D000004618,Dr. Jessica Low,1340,20
D000004619,Dr. Jun Wong,1340,20
D000004620,Dr. Grace Low,1340,15
D000004621,Dr. Ng Krishnan,1340,15
D000004622,Dr. Ng Chng,1341,15
D000004623,Dr. Jennifer Tan,1341,15
D000004624,Dr. Rachel Tan,1341,15
D000004625,Dr. David Soh,1342,15
D000004626,Dr. Ng Chen,1342,15
D000004627,Dr. Lim Rahman,1342,15
D000004628,Dr. Daniel Ali,1342,30
D000004629,Dr. Tan Kumar,1343,15
D000004630,Dr. James Tay,1343,15
D000004631,Dr. Jennifer Chen,1343,15
D000004632,Dr. Michelle Rahman,1343,15
D000004633,Dr. Kumar Lee,1343,15
D000004634,Dr. Rui Yeo,1344,15
D000004635,Dr. Nicole Chong,1344,20
D000004636,Dr. Sarah Lim,1345,15
D000004637,Dr. Marcus Nair,1345,15
D000004638,Dr. Li Tay,1345,15
D000004639,Dr. Jessica Chen,1346,30
D000004640,Dr. Nicole Yeo,1346,15
D000004641,Dr. Jing Teo,1346,15
D000004642,Dr. Goh Yeo,1347,20
D000004643,Dr. Hui Tan,1347,20
D000004644,Dr. Nicole Tan,1347,15
D000004645,Dr. Nicole Teo,1347,20
D000004646,Dr. Teo Krishnan,1348,15
D000004647,Dr. Linda Wong,1348,15
D000004648,Dr. Teo Chua,1349,15
D000004649,Dr. Xin Rahman,1349,15
D000004650,Dr. Jing Rahman,1349,15
D000004651,Dr. Michelle Ng,1349,30
D000004652,Dr. Ming Ali,1350,15
D000004653,Dr. Mary Low,1350,20
D000004654,Dr. Andrew Yap,1351,15
D000004655,Dr. Teo Ng,1351,15
D000004656,Dr. Rajesh Chen,1351,15
D000004657,Dr. Robert Soh,1352,15
D000004658,Dr. Hui Tay,1352,15
D000004659,Dr. Kevin Wong,1352,15
D000004660,Dr. Rui Ong,1353,15
D000004661,Dr. Benjamin Low,1353,15
D000004662,Dr. Lee Yap,1353,15
D000004663,Dr. Nicole Teo,1354,20
D000004664,Dr. David Tan,1354,15
D000004665,Dr. Lim Singh,1354,20
D000004666,Dr. Jing Chen,1354,20
D000004667,Dr. Chen Ho,1355,15
D000004668,Dr. Hui Ang,1355,15
D000004669,Dr. Kumar Krishnan,1356,15
D000004670,Dr. Marcus Tan,1356,15
D000004671,Dr. Marcus Tay,1356,15
D000004672,Dr. Lee Tay,1357,30
D000004673,Dr. Yan Rahman,1357,15
D000004674,Dr. Michelle Wong,1357,20
D000004675,Dr. Kumar Lee,1358,15
D000004676,Dr. Hui Chen,1358,15
D000004677,Dr. Kevin Hassan,1359,15
D000004678,Dr. Andrew Soh,1359,20
D000004679,Dr. Jessica Chen,1359,15
D000004680,Dr. Kumar Teo,1359,20
D000004681,Dr. David Lee,1360,15
D000004682,Dr. Ong Ng,1360,20
D000004683,Dr. Priya Teo,1360,20
D000004684,Dr. Yan Krishnan,1360,15
D000004685,Dr. Goh Ang,1361,15
D000004686,Dr. Jennifer Rahman,1361,15
D000004687,Dr. Michelle Soh,1361,20
D000004688,Dr. Lee Goh,1361,15
D000004689,Dr. Michelle Hassan,1361,15
D000004690,Dr. Li Soh,1362,15
D000004691,Dr. Wong Wong,1362,15
D000004692,Dr. Kevin Koh,1362,15
D000004693,Dr. Li Kumar,1362,15
D000004694,Dr. Rajesh Ong,1363,15
D000004695,Dr. Andrew Wong,1363,30
D000004696,Dr. David Lim,1363,15
D000004697,Dr. Chen Singh,1363,15
D000004698,Dr. Andrew Lim,1363,15
D000004699,Dr. Hui Koh,1364,30
D000004700,Dr. Andrew Singh,1364,20
D000004701,Dr. Jing Tan,1364,15
D000004702,Dr. Sarah Soh,1365,15
D000004703,Dr. Emily Tan,1365,30
D000004704,Dr. Marcus Lee,1365,20
D000004705,Dr. David Lee,1365,15
D000004706,Dr. Rachel Ong,1365,20
D000004707,Dr. Tan Yap,1366,30
D000004708,Dr. John Teo,1366,15
D000004709,Dr. Teo Lim,1366,30
D000004710,Dr. Steven Chua,1366,15
D000004711,Dr. Jennifer Yeo,1366,15
D000004712,Dr. Wong Ong,1367,15
D000004713,Dr. Steven Yeo,1367,15
D000004714,Dr. John Teo,1367,15
D000004715,Dr. Jessica Yeo,1367,15
D000004716,Dr. Jessica Nair,1368,15
D000004717,Dr. Teo Chua,1368,30
D000004718,Dr. Jing Koh,1368,15
D000004719,Dr. Lim Chua,1368,15
D000004720,Dr. Mary Yap,1369,15
D000004721,Dr. Ng Lee,1369,30
D000004722,Dr. Michael Koh,1369,20
D000004723,Dr. Nicole Tay,1369,30
D000004724,Dr. Michelle Ng,1370,20
D000004725,Dr. Michael Ang,1370,15
D000004726,Dr. Jessica Ho,1370,15
D000004727,Dr. Grace Low,1370,30
D000004728,Dr. Robert Singh,1371,15
D000004729,Dr. David Ho,1371,15
D000004730,Dr. Kevin Ang,1371,15
D000004731,Dr. Robert Lee,1371,20
D000004732,Dr. Nicole Hassan,1372,15
D000004733,Dr. Michelle Ho,1372,15
D000004734,Dr. Nicole Chua,1373,15
D000004735,Dr. Jennifer Goh,1373,15
D000004736,Dr. Andrew Chua,1373,20
D000004737,Dr. Goh Ng,1374,30
D000004738,Dr. Priya Yap,1374,20
D000004739,Dr. Rui Ng,1374,15
D000004740,Dr. Sarah Kumar,1374,20
D000004741,Dr. Jing Nair,1374,20
D000004742,Dr. Robert Lim,1375,15
D000004743,Dr. John Lee,1375,15
D000004744,Dr. Goh Ng,1376,15
D000004745,Dr. Sarah Rahman,1376,15
D000004746,Dr. Lim Wong,1377,15
D000004747,Dr. Emily Soh,1377,15
D000004748,Dr. Emily Lim,1378,15
D000004749,Dr. Sarah Koh,1378,20
D000004750,Dr. Daniel Low,1378,15
D000004751,Dr. Tan Ng,1379,15
D000004752,Dr. Sarah Chong,1379,20
D000004753,Dr. Priya Sim,1379,15
D000004754,Dr. Linda Ang,1380,15
D000004755,Dr. Goh Yap,1380,15
D000004756,Dr. Kevin Ang,1381,15
D000004757,Dr. Li Ho,1381,20
D000004758,Dr. Emily Ng,1382,15
D000004759,Dr. James Tan,1382,20
D000004760,Dr. Steven Ng,1382,15
D000004761,Dr. Amanda Chng,1383,15
D000004762,Dr. Michelle Ang,1383,20
D000004763,Dr. John Lee,1384,15
D000004764,Dr. Ng Krishnan,1384,30
D000004765,Dr. Benjamin Low,1384,30
D000004766,Dr. Grace Wong,1385,20
D000004767,Dr. Hui Chong,1385,15
D000004768,Dr. Michelle Ang,1385,15
D000004769,Dr. Steven Goh,1385,15
D000004770,Dr. Tan Teo,1385,20
D000004771,Dr. Mary Teo,1386,30
D000004772,Dr. James Tan,1386,15
D000004773,Dr. Jessica Rahman,1386,15
D000004774,Dr. Ong Yeo,1386,15
D000004775,Dr. Chen Ho,1387,15
D000004776,Dr. Priya Tan,1387,20
D000004777,Dr. Hui Chng,1387,20
D000004778,Dr. Jun Rahman,1388,15
D000004779,Dr. Emily Low,1388,15
D000004780,Dr. Ng Tay,1388,15
D000004781,Dr. Jennifer Chng,1389,15
D000004782,Dr. Priya Tay,1389,15
D000004783,Dr. Nicole Nair,1389,30
D000004784,Dr. Ong Yap,1390,15
D000004785,Dr. Jennifer Yeo,1390,15
D000004786,Dr. Jing Ng,1391,30
D000004787,Dr. Andrew Sim,1391,15
D000004788,Dr. Daniel Low,1391,15
D000004789,Dr. Marcus Wong,1391,30
D000004790,Dr. Mary Chng,1392,15
D000004791,Dr. Goh Tay,1392,20
D000004792,Dr. Jing Sim,1392,15
D000004793,Dr. Lim Lim,1393,15
D000004794,Dr. Rui Ali,1393,15
D000004795,Dr. Rajesh Low,1393,15
D000004796,Dr. Hui Soh,1393,30
D000004797,Dr. Grace Ong,1393,15
D000004798,Dr. Tan Sim,1394,20
D000004799,Dr. Robert Chen,1394,15
D000004800,Dr. Marcus Chng,1394,15
D000004801,Dr. Jessica Low,1394,15
D000004802,Dr. Amanda Singh,1394,15
D000004803,Dr. Amanda Chong,1395,15
D000004804,Dr. Michelle Chua,1395,20
D000004805,Dr. Wong Chong,1395,15
D000004806,Dr. Robert Koh,1395,15
D000004807,Dr. Jun Yap,1396,15
D000004808,Dr. Goh Hassan,1396,15
D000004809,Dr. Lim Ho,1396,15
D000004810,Dr. Wong Chua,1397,15
D000004811,Dr. Ng Chng,1397,15
D000004812,Dr. Kumar Krishnan,1398,15
D000004813,Dr. Mary Chng,1398,15
D000004814,Dr. James Chua,1398,15
D000004815,Dr. Sarah Yeo,1399,15
D000004816,Dr. Teo Ali,1399,20
D000004817,Dr. Teo Koh,1399,30
D000004818,Dr. Goh Chng,1399,15
D000004819,Dr. Ong Koh,1400,15
D000004820,Dr. Nicole Ang,1400,15
D000004821,Dr. Jennifer Wong,1400,15
D000004822,Dr. Jing Yeo,1400,30
D000004823,Dr. Jun Teo,1401,20
D000004824,Dr. Michelle Koh,1401,15
D000004825,Dr. Ong Low,1401,15
D000004826,Dr. James Hassan,1402,15
D000004827,Dr. Teo Kumar,1402,20
D000004828,Dr. Steven Lee,1402,30
D000004829,Dr. Nicole Tay,1402,15
D000004830,Dr. Wong Soh,1402,15
D000004831,Dr. Ong Chen,1403,20
D000004832,Dr. Jessica Goh,1403,15
D000004833,Dr. Steven Lee,1404,30
D000004834,Dr. Yan Yeo,1404,20
D000004835,Dr. Jun Low,1405,15
D000004836,Dr. Ng Tan,1405,15
D000004837,Dr. Teo Lee,1405,15
D000004838,Dr. Jun Lim,1405,20
D000004839,Dr. Ng Chua,1406,15
D000004840,Dr. Tan Ong,1406,15
D000004841,Dr. Amanda Teo,1407,15
D000004842,Dr. Nicole Tay,1407,15
D000004843,Dr. Priya Low,1407,15
D000004844,Dr. Jun Ali,1407,20
D000004845,Dr. Xin Chong,1407,20
D000004846,Dr. Andrew Goh,1408,15
D000004847,Dr. Benjamin Ali,1408,15
D000004848,Dr. Tan Singh,1409,15
D000004849,Dr. Yan Kumar,1409,15
D000004850,Dr. Yan Ng,1409,15
D000004851,Dr. Xin Soh,1410,20
D000004852,Dr. Andrew Wong,1410,15
D000004853,Dr. Rui Ang,1410,15
D000004854,Dr. Yan Koh,1411,15
D000004855,Dr. Kevin Ho,1411,15
D000004856,Dr. Andrew Tay,1411,15
D000004857,Dr. Lim Koh,1412,20
D000004858,Dr. John Sim,1412,15
D000004859,Dr. Kevin Krishnan,1413,20
D000004860,Dr. Priya Ong,1413,15
D000004861,Dr. Linda Chen,1413,15
D000004862,Dr. Jun Chen,1413,30
D000004863,Dr. Wei Tay,1413,15
D000004864,Dr. Tan Ng,1414,15
D000004865,Dr. Kumar Singh,1414,15
D000004866,Dr. Jun Ong,1414,15
D000004867,Dr. Daniel Low,1414,30
D000004868,Dr. Ng Yap,1415,15
D000004869,Dr. Lim Lee,1415,15
D000004870,Dr. Wong Lee,1416,15
D000004871,Dr. Michael Chng,1416,15
D000004872,Dr. Lim Chua,1416,15
D000004873,Dr. Goh Teo,1416,15
D000004874,Dr. Michelle Low,1417,15
D000004875,Dr. Wong Chng,1417,30
D000004876,Dr. Ng Wong,1417,15
D000004877,Dr. Priya Kumar,1417,20
D000004878,Dr. Steven Wong,1418,20
D000004879,Dr. Jessica Rahman,1418,15
D000004880,Dr. Jennifer Nair,1419,15
D000004881,Dr. Rui Wong,1419,15
D000004882,Dr. Rajesh Chng,1419,20
D000004883,Dr. Kumar Tan,1419,20
D000004884,Dr. Robert Chong,1420,20
D000004885,Dr. Jennifer Wong,1420,15
D000004886,Dr. Jessica Chong,1420,20
D000004887,Dr. Jing Rahman,1420,15
D000004888,Dr. Rajesh Koh,1421,20
D000004889,Dr. Ng Ang,1421,15
D000004890,Dr. Wong Tan,1421,20
D000004891,Dr. Jun Singh,1421,15
D000004892,Dr. Nicole Teo,1421,15
D000004893,Dr. Amanda Hassan,1422,15
D000004894,Dr. Steven Sim,1422,15
D000004895,Dr. David Kumar,1422,15
D000004896,Dr. Teo Ong,1422,15
D000004897,Dr. Lim Tan,1422,15
D000004898,Dr. Steven Soh,1423,15
D000004899,Dr. Xin Ali,1423,15
D000004900,Dr. Hui Yap,1424,15
D000004901,Dr. Kumar Tan,1424,15
D000004902,Dr. Jing Krishnan,1425,30
D000004903,Dr. Mary Sim,1425,15
D000004904,Dr. Goh Tay,1425,15
D000004905,Dr. Ming Lee,1425,15
D000004906,Dr. Wei Yeo,1426,30
D000004907,Dr. Wei Goh,1426,20
D000004908,Dr. Jun Lim,1427,15
D000004909,Dr. Marcus Hassan,1427,15
D000004910,Dr. Nicole Low,1428,15
D000004911,Dr. Teo Ali,1428,30
D000004912,Dr. John Koh,1428,15
D000004913,Dr. Daniel Tay,1429,15
D000004914,Dr. Lee Tan,1429,20
D000004915,Dr. Mary Nair,1429,15
D000004916,Dr. Lee Krishnan,1429,15
D000004917,Dr. Lee Ho,1430,15
D000004918,Dr. Mary Rahman,1430,15
D000004919,Dr. Grace Yeo,1430,15
D000004920,Dr. Lee Teo,1430,20
D000004921,Dr. Wong Tan,1431,15
D000004922,Dr. Andrew Nair,1431,15
D000004923,Dr. Rui Kumar,1431,15
D000004924,Dr. Chen Sim,1432,30
D000004925,Dr. Nicole Yap,1432,30
D000004926,Dr. Emily Rahman,1432,30
D000004927,Dr. Kumar Chen,1433,15
D000004928,Dr. Li Koh,1433,20
D000004929,Dr. Nicole Yeo,1434,15
D000004930,Dr. Xin Yap,1434,20
D000004931,Dr. Rajesh Ali,1434,15
D000004932,Dr. Yan Nair,1434,20
D000004933,Dr. Teo Soh,1434,15
D000004934,Dr. Amanda Lim,1435,15
D000004935,Dr. Yan Ali,1435,30
D000004936,Dr. Chen Koh,1435,15
D000004937,Dr. Linda Tay,1436,15
D000004938,Dr. Kumar Tay,1436,20
D000004939,Dr. John Ang,1436,15
D000004940,Dr. Kumar Chong,1436,15
D000004941,Dr. Andrew Chen,1436,15
D000004942,Dr. Daniel Soh,1437,30
D000004943,Dr. Kevin Chua,1437,15
D000004944,Dr. Sarah Sim,1438,15
D000004945,Dr. Chen Krishnan,1438,15
D000004946,Dr. Ming Koh,1438,15
D000004947,Dr. Robert Lee,1438,20
D000004948,Dr. Goh Chng,1439,15
D000004949,Dr. Priya Rahman,1439,30
D000004950,Dr. Yan Soh,1439,20
D000004951,Dr. John Yap,1440,20
D000004952,Dr. Rui Chng,1440,15
D000004953,Dr. Sarah Teo,1441,15
D000004954,Dr. Rui Ong,1441,15
D000004955,Dr. Teo Koh,1442,15
D000004956,Dr. Ong Wong,1442,15
D000004957,Dr. Goh Lee,1442,20
D000004958,Dr. Marcus Krishnan,1442,15
D000004959,Dr. Sarah Chong,1442,15
D000004960,Dr. Kumar Hassan,1443,20
D000004961,Dr. Hui Tan,1443,15
D000004962,Dr. Li Wong,1443,15
D000004963,Dr. David Hassan,1443,15
D000004964,Dr. John Soh,1444,15
D000004965,Dr. David Teo,1444,15
D000004966,Dr. Teo Yap,1444,15
D000004967,Dr. Rajesh Chen,1444,15
D000004968,Dr. Lim Hassan,1445,20
D000004969,Dr. Jun Singh,1445,15
D000004970,Dr. Goh Ng,1445,15
D000004971,Dr. Jun Wong,1445,15
D000004972,Dr. Jing Lee,1446,15
D000004973,Dr. Rajesh Chng,1446,15
D000004974,Dr. Lee Chua,1446,15
D000004975,Dr. Ong Kumar,1447,15
D000004976,Dr. Benjamin Sim,1447,15
D000004977,Dr. Benjamin Yeo,1447,20
D000004978,Dr. Goh Lim,1447,15
D000004979,Dr. Ming Chua,1447,20
D000004980,Dr. Grace Singh,1448,15
D000004981,Dr. Michael Teo,1448,15
D000004982,Dr. Li Chua,1448,15
D000004983,Dr. Lee Ang,1449,15
D000004984,Dr. Ming Tay,1449,15
D000004985,Dr. Lee Lim,1449,15
D000004986,Dr. Ming Chng,1450,15
D000004987,Dr. Linda Teo,1450,15
D000004988,Dr. David Krishnan,1450,15
D000004989,Dr. Ming Kumar,1450,15
D000004990,Dr. Jessica Lim,1450,15
D000004991,Dr. Chen Chua,1451,30
D000004992,Dr. Jun Yeo,1451,15
D000004993,Dr. Jun Teo,1451,15
D000004994,Dr. Daniel Rahman,1451,20
D000004995,Dr. Wong Low,1452,15
D000004996,Dr. Andrew Lee,1452,15
D000004997,Dr. Jing Ali,1452,20
D000004998,Dr. Jing Chen,1452,15
D000004999,Dr. Xin Tay,1453,15
D000005000,Dr. Goh Ong,1453,15
D000005001,Dr. Priya Ang,1453,15
D000005002,Dr. Ming Tan,1453,15
D000005003,Dr. Li Ng,1453,15
D000005004,Dr. Jennifer Yeo,1454,15
D000005005,Dr. Wei Hassan,1454,20
D000005006,Dr. Emily Chen,1454,15
D000005007,Dr. Yan Yeo,1455,15
D000005008,Dr. Nicole Koh,1455,30
D000005009,Dr. Tan Nair,1455,30
D000005010,Dr. Priya Nair,1455,20
D000005011,Dr. Tan Goh,1456,15
D000005012,Dr. Steven Ang,1456,15
D000005013,Dr. Amanda Ong,1456,20
D000005014,Dr. Mary Ho,1456,20
D000005015,Dr. Ong Goh,1457,30
D000005016,Dr. Rajesh Chua,1457,15
D000005017,Dr. Michael Wong,1457,15
D000005018,Dr. Wong Tan,1457,15
D000005019,Dr. Hui Krishnan,1457,15
D000005020,Dr. Ming Lim,1458,15
D000005021,Dr. John Lee,1458,15
D000005022,Dr. Rajesh Ali,1458,15
D000005023,Dr. Teo Nair,1458,15
D000005024,Dr. Lim Chong,1459,15
D000005025,Dr. David Ong,1459,15
D000005026,Dr. Andrew Teo,1459,15
D000005027,Dr. John Yeo,1460,15
D000005028,Dr. Nicole Yap,1460,15
D000005029,Dr. Teo Lee,1460,20
D000005030,Dr. Tan Chong,1461,20
D000005031,Dr. Benjamin Sim,1461,15
D000005032,Dr. Li Nair,1461,20
D000005033,Dr. Jennifer Sim,1462,15
D000005034,Dr. Xin Ng,1462,20
D000005035,Dr. Kevin Krishnan,1462,20
D000005036,Dr. Steven Koh,1462,15
D000005037,Dr. Lim Low,1462,20
D000005038,Dr. Yan Rahman,1463,15
D000005039,Dr. Lim Wong,1463,15
D000005040,Dr. Mary Yap,1463,15
D000005041,Dr. Lim Yeo,1463,15
D000005042,Dr. Jun Koh,1463,15
D000005043,Dr. Ng Tan,1464,15
D000005044,Dr. Daniel Chong,1464,20
D000005045,Dr. Michelle Ng,1464,30
D000005046,Dr. James Yap,1465,15
D000005047,Dr. Sarah Goh,1465,15
D000005048,Dr. Michelle Koh,1466,20
D000005049,Dr. Michael Yeo,1466,15
D000005050,Dr. Ming Yap,1466,15
D000005051,Dr. Teo Ong,1466,20
D000005052,Dr. Lee Chng,1466,15
D000005053,Dr. Goh Nair,1467,15
D000005054,Dr. Linda Singh,1467,15
D000005055,Dr. Michelle Chen,1467,15
D000005056,Dr. Steven Chng,1468,15
D000005057,Dr. Linda Koh,1468,15
D000005058,Dr. Teo Chua,1468,20
D000005059,Dr. Jun Teo,1468,15
D000005060,Dr. Nicole Tay,1469,15
D000005061,Dr. Kumar Ho,1469,15
D000005062,Dr. Teo Chua,1469,15
D000005063,Dr. Jennifer Nair,1469,15
D000005064,Dr. Yan Teo,1469,15
D000005065,Dr. Rajesh Rahman,1470,30
D000005066,Dr. Ng Soh,1470,15
D000005067,Dr. Amanda Chng,1470,30
D000005068,Dr. Goh Soh,1471,15
D000005069,Dr. Marcus Ang,1471,15
D000005070,Dr. James Tan,1471,20
D000005071,Dr. Steven Ho,1471,15
D000005072,Dr. Michael Yeo,1471,15
D000005073,Dr. John Lee,1472,30
D000005074,Dr. Grace Ho,1472,15
D000005075,Dr. Ong Ng,1472,15
D000005076,Dr. Xin Chong,1472,20
D000005077,Dr. John Goh,1472,15
D000005078,Dr. Mary Lim,1473,20
D000005079,Dr. Xin Chen,1473,15
D000005080,Dr. Mary Chng,1473,20
D000005081,Dr. Marcus Chong,1474,20
D000005082,Dr. Michael Ng,1474,15
D000005083,Dr. Ng Yap,1474,15
D000005084,Dr. Robert Yeo,1474,15
D000005085,Dr. Jing Yap,1474,15
D000005086,Dr. Jennifer Lee,1475,15
D000005087,Dr. Michelle Yap,1475,15
D000005088,Dr. Amanda Kumar,1475,20
D000005089,Dr. Li Kumar,1476,20
D000005090,Dr. Nicole Tan,1476,20
D000005091,Dr. Linda Tan,1476,15
D000005092,Dr. Sarah Tan,1477,15
D000005093,Dr. Rui Ang,1477,15
D000005094,Dr. Priya Chong,1477,15
D000005095,Dr. Hui Ho,1477,20
D000005096,Dr. Michael Hassan,1477,20
D000005097,Dr. Jennifer Sim,1478,15
D000005098,Dr. Ong Soh,1478,15
D000005099,Dr. Linda Sim,1478,15
D000005100,Dr. Benjamin Ho,1478,15
D000005101,Dr. Kumar Yap,1478,15
D000005102,Dr. Wei Low,1479,15
D000005103,Dr. Priya Koh,1479,15
D000005104,Dr. Jing Ang,1480,15
D000005105,Dr. Steven Nair,1480,30
D000005106,Dr. Robert Kumar,1480,15
D000005107,Dr. Benjamin Yap,1480,15
D000005108,Dr. Li Lee,1480,15
D000005109,Dr. Andrew Low,1481,15
D000005110,Dr. Teo Chen,1481,15
D000005111,Dr. Rui Ng,1482,30
D000005112,Dr. Grace Lim,1482,15
D000005113,Dr. Michelle Soh,1482,15
D000005114,Dr. Daniel Ng,1482,20
D000005115,Dr. Grace Koh,1482,15
D000005116,Dr. Lim Krishnan,1483,15
D000005117,Dr. Michelle Wong,1483,20
D000005118,Dr. Amanda Singh,1483,15
D000005119,Dr. Tan Krishnan,1483,15
D000005120,Dr. Jing Krishnan,1484,15
D000005121,Dr. Nicole Yap,1484,15
D000005122,Dr. Kevin Lim,1484,15
D000005123,Dr. Priya Tan,1484,20
D000005124,Dr. Teo Singh,1485,15
D000005125,Dr. Li Ong,1485,15
D000005126,Dr. Rachel Nair,1485,15
D000005127,Dr. Benjamin Krishnan,1485,15
